Name,City,Phone,Website,Address,Under 36mo,Preschool,School Age,Mandarin,Cantonese,CCFRI
Cefa Junior Kindergarten - Cambie,Vancouver,604-325-4417,,"8685 Yukon St, Vancouver, BC V5X 4V1",,,,,,Y
Champlain Heights Community Centre Out Of School Care,Vancouver,604-718-6573,,"3350 Maquinna Dr, Vancouver, BC V5S 4C6",,,,,,Y
Champlain Heights Community Centre Preschool,Vancouver,604-718-6573,,"3350 Maquinna Dr, Vancouver, BC V5S 4C6",,,,,,Y
Champlain ymca Kids Club,Vancouver,604-438-5571,,"6955 Frontenac St, Vancouver, BC V5S 3T4",,,,,,Y
Chee In A Tree,Vancouver,604-618-8584,,"6821 Fremlin St, Vancouver, BC V6P 3W3",,,,,,Y
Chee In A Tree Childcare,Vancouver,604-618-8584,,"938 52Nd Ave W, Vancouver, BC V6P 1H3",,,,,,Y
Cherry's Montessori Daycare,Vancouver,604-876-5476,,"849 16Th Ave E, Vancouver, BC V5T 2V7",,,,,,Y
Chinook - ubc Child Care Services,Vancouver,604-837-9232,,"5488 Ortona Rd, Vancouver, BC V6T 1S2",,,,,,Y
Chinook 2,Vancouver,604-837-9232,,"2881 Acadia Rd, Vancouver, BC V6T 1S1",,,,,,Y
Cityreach Out Of School Care,Vancouver,604-254-2489,,"2650 Slocan St, Vancouver, BC V5M 4E9",,,,,,Y
Coal Harbour Kids Care,Vancouver,604-718-8229,,"480 Broughton St, Vancouver, BC V6G 3H4",,,Y,,,Y
Coastal Preschool,Vancouver,604-684-8475,,"1160 W Georgia St, Vancouver, BC V6E 3H7",,,,,,Y
Collingwood School Age Child Care Centre,Vancouver,604-412-3836,,"107 3417 Euclid Ave, Vancouver, BC V5R 6H2",,,,,,Y
Community Montessori Children's Centre,Vancouver,604-874-4622,,"1461 19 Ave E, Vancouver, BC V5N 2H9",,,,,,Y
Compass Educare - St. David,Vancouver,604-312-0365,,"2475 Franklin St, Vancouver, BC V5K 1X3",,,,,,Y
Core Education & Fine Arts (0-3 Gdc),Vancouver,604-879-2332,,"2946 Commercial Dr, Vancouver, BC V5N 4C9",,,,,,Y
Core Education & Fine Arts (3-5 Gdc),Vancouver,604-879-2332,,"2946 Commercial Dr, Vancouver, BC V5N 4C9",,,,,,Y
Core Education And Fine Arts - Kitsilano,Vancouver,604-306-1415,,"500-2025 Broadway W, Vancouver, BC V6J 1Z6",,,,,,Y
Core Education And Fine Arts - Kitsilano,Vancouver,604-306-1415,,"500-2025 Broadway W, Vancouver, BC V6J 1Z6",,,,,,Y
Core Education And Fine Arts - ubc,Vancouver,604-306-1415,,"2620 Acadia Rd, Vancouver, BC V6T 1Z3",,,,,,Y
Core Education And Fine Arts - ubc,Vancouver,604-306-1415,,"2620 Acadia Rd, Vancouver, BC V6T 1Z3",,,,,,Y
Corpus Christi Child Care Centre,Vancouver,604-321-1117,,"2362 Waverley Ave, Vancouver, BC V5P 4K5",,,,,,Y
Cozy Childcare Inc.,Vancouver,778-237-0035,,"3236 13Th Ave W, Vancouver, BC V6K 2V5",Y,Y,,,,Y
Crawling Critters Family Child Care,Vancouver,604-434-6241,,"2228 Galt St, Vancouver, BC V5N 2Z9",,,,,,Y
Creative Kids Montessori & Fine Arts Academy (Multi-Age),Vancouver,604-612-9281,,"2663 West King Edward, Vancouver, BC V6L 1T5",,,,,,Y
Creative Minds Early Learning Centre,Vancouver,604-263-4711,,"5351 Camosun St, Vancouver, BC V6N 2C4",,,,,,Y
Creekview Tiny Tots (18Mths - 3Yrs Gdc),Vancouver,604-742-0212,,"1483 Lamey's Mill Rd, Vancouver, BC V6H 3Y7",,,,,,Y
Crown Parent Participation Preschool,Vancouver,604-228-1316,,"3741 27Th Ave W, Vancouver, BC V6S 1R2",,Y,,,,Y
Curiosity Corner Preschool Society,Vancouver,604-261-4434,,"3455 King Edward Ave W, Vancouver, BC V6S 0C7",,,,,,Y
D'ace Little Angels Family Child Care,Vancouver,778-329-5683,,"506 62Nd Ave W, Vancouver, BC V6P 2C9",,,,,,Y
Daisy Academy Montessori Preschool,Vancouver,604-726-8003,,"8886 Hudson St, Vancouver, BC V6P 4N2",,,,,,Y
Dicken's Out Of School Care,Vancouver,604-875-9111,,"1010 17Th Ave E, Vancouver, BC V5V 0A6",,,,,,Y
Discover Possibilities,Vancouver,604-336-6488,,"3192 Queens Ave, Vancouver, BC V5R 4T5",,,,,,Y
Discovery Family Child Care,Vancouver,604-369-0488,,"1958 Napier St, Vancouver, BC V5L 2N7",,,,,,Y
Donguri Preschool,Vancouver,778-838-2011,,"3214 10Th Ave W, Vancouver, BC V6K 2L2",,Y,,,,Y
Douglas Park Preschool,Vancouver,604-257-8134,,"801 22Nd Ave W, Vancouver, BC V5Z 1Z8",,,,,,Y
Douglas Park School Age Care,Vancouver,604-257-8134,,"801 22Nd Ave W, Vancouver, BC V5Z 1Z8",,,,,,Y
Douglas Park Summer Preschool,Vancouver,604-257-8134,,"801 22Nd Ave W, Vancouver, BC V5Z 1Z8",,,,,,Y
Douglas ymca Kids Club,Vancouver,250-960-9336,,"2150 Brigadoon Ave, Vancouver, BC V5P 3Z7",,,,,,Y
Dunbar Kids Club,Vancouver,604-875-9111,,"3776 28Th Ave W, Vancouver, BC V6S 1S6",,,,,,Y
Dunbar Memorial Preschool,Vancouver,604-218-3840,,"4747 Dunbar St, Vancouver, BC V6S 2H2",,,,,,Y
Dunbar-Queen Elizabeth Group Child Care,Vancouver,604-224-1125,,"4102 16Th Ave W, Vancouver, BC V6R 3E3",,,,,,Y
Eagle's Nest Aboriginal Head Start Preschool,Vancouver,604-913-9128,,"618 Hastings St E, Vancouver, BC V6A 1R1",,Y,,,,Y
Earles Montessori Learning,Vancouver,604-431-4545,,"4686 Earles St, Vancouver, BC V5R 3R2",,,,,,Y
Early Beginnings Multi-Age Child Care,Vancouver,604-255-2579,,"2643 mcgill St, Vancouver, BC V5K 1H2",,,,,,Y
Early World Family Childcare,Vancouver,778-238-0116,,"2845 Dundas St, Vancouver, BC V5K 1R5",,,,,,Y
East Van Child Care Centre,Vancouver,778-938-8467,,"140 Slocan St N, Vancouver, BC V5K 3M2",Y,Y,,,,Y
East Village Kids,Vancouver,604-215-0839,,"3198 Georgia St E, Vancouver, BC V5K 2L1",,,,,,Y
East Village Kids,Vancouver,604-215-0839,,"3198 Georgia St E, Vancouver, BC V5K 2L1",,,,,,Y
East Village Kids Group Child Care,Vancouver,604-215-0839,,"19 N Renfrew St, Vancouver, BC V5K 3N6",,,,,,Y
East Village Kids Group Child Care,Vancouver,604-215-0839,,"19 N Renfrew St, Vancouver, BC V5K 3N6",,,,,,Y
Echelon Day Care,Vancouver,604-874-4010,,"101 575 8 Ave W, Vancouver, BC V5Z 1C6",,,,,,Y
Eco Bear In-Home Multi-Age Child Care,Vancouver,778-223-2547,,"3545 14Th Ave W, Vancouver, BC V6R 2W3",,,,,,Y
Elite Montessori Academy,Vancouver,604-221-0242,,"101-3641 29Th Ave W, Vancouver, BC V6S 1T5",,,,,,Y
Elite Montessori Academy Blenheim Group Care,Vancouver,604-420-9622,,"4720 Blenheim St, Vancouver, BC V6L 3A6",,,,,,Y
Evergreen Montessori Preschool,Vancouver,604-736-8373,,"3860 Trafalgar St, Vancouver, BC V6L 2M4",,,,,,
Everyday Sunshine Family Childcare,Vancouver,604-754-7238,,"105-95 1St Ave E, Vancouver, BC V6A 0H6",,,,,,Y
Explore & Learn Family Daycare,Vancouver,236-886-4598,,"4517 Fraser St, Vancouver, BC V5V 4G9",,,,,,Y
Extra Steps Preschool,Vancouver,604-569-0388,,"726 16Th Ave W, Vancouver, BC V5Z 1S7",,,,,,Y
False Creek Out Of School Care,Vancouver,604-257-6998,,"1318 Cartwright St, Vancouver, BC V6H 3R8",,,,,,Y
Family Montessori School,Vancouver,604-224-2643,,"1099 Sitka Sq, Vancouver, BC V6H 3P8",,,,,,
Fcc Dragonfly,Vancouver,604-767-4749,,"403-1267 Marinaside Cres, Vancouver, BC V6Z 2X5",,,,,,Y
First Avenue Child Care,Vancouver,778-839-9999,,"162 Walter Hardwick Ave, Vancouver, BC V5Y 0A7",,,,,,Y
Fleming ymca Kids Club,Vancouver,604-318-9038,,"6363 Lanark St, Vancouver, BC V5P 2Y8",,,,,,Y
Forget-Me-Not Montessori School,Vancouver,604-324-1035,,"6184 Ash St, Vancouver, BC V5Z 3G9",,,,,,
Franklin Community Preschool,Vancouver,604-291-9310,,"250 Skeena St, Vancouver, BC V5K 4N8",,,,,,Y
Franklin ymca Kids Club,Vancouver,778-960-6463,,"250 Skeena St, Vancouver, BC V5K 4N8",,,,,,Y
Fraser Montessori Children's House,Vancouver,604-422-7373,,"6858 Fraser St, Vancouver, BC V5X 3V1",,Y,,,,Y
Fraserhood Childcare Centre,Vancouver,604-724-6818,,"4585 Prince Albert St, Vancouver, BC V5V 4K3",,,,,,Y
Fraserview Montessori Preschool And Kindergarten,Vancouver,604-324-4324,,"1992 Prestwick Dr, Vancouver, BC V5P 2E9",,,,,,Y
Frog Hollow  Neighbourhood House's Kids World,Vancouver,604-875-9111,,"2131 Renfrew St, Vancouver, BC V5M 4M5",,,,,,Y
Frog Hollow Neighbourhood House’S Nootka Group Child Care,Vancouver,604-875-9111,,"3375 Nootka St, Vancouver, BC V5M 3N2",,,,,,Y
Funny Bunny's Family Child Care,Vancouver,778-881-8013,,"3478 25Th Ave E, Vancouver, BC V5R 1K1",,,,,,Y
Garderie L'ile Aux Enfants,Vancouver,604-736-5056,,"5445 Baillie St, Vancouver, BC V5Z 3M6",Y,Y,,,,Y
Garderie Tartine Et Chocolat,Vancouver,604-736-5056,,"7051 Killarney St, Vancouver, BC V5S 2Y5",Y,Y,,,,Y
Gingerbread House Day Care,Vancouver,604-433-4819,,"3350 54Th Ave E, Vancouver, BC V5S 1Z3",,Y,,,,Y
Global Montessori Centre,Vancouver,604-558-1150,,"8860 Hudson St, Vancouver, BC V6P 4N2",,,,,,Y
Good Shepherd Daycare,Vancouver,604-325-8299,,"7416 Victoria Dr, Vancouver, BC V5P 3Z3",,,,,,Y
Gordon Neighbourhood House Out Of School Care,Vancouver,604-875-9111,,"1019 Broughton St, Vancouver, BC V6G 2A7",,,,,,Y
Graham Bruce School Age Child Care Centre,Vancouver,604-435-0323,,"3633 Tanner St, Vancouver, BC V5R 5P7",,,,,,Y
Granville House Montessori School,Vancouver,780-504-7860,,"4355 Granville St, Vancouver, BC V6H 3L6",,,,,,
Granville House Montessori School,Vancouver,780-504-7860,,"4355 Granville St, Vancouver, BC V6H 3L6",,,,,,Y
Grassroots Early Learning And Care,Vancouver,672-999-5287,,"3066 E 23Rd Ave, Vancouver, BC V5R 1B3",,,,,,Y
Green House Child Care Center,Vancouver,604-760-5048,,"523 12Th Ave E, Vancouver, BC V5T 2H6",,,,,,Y
Grenfell School Age Child Care Centre,Vancouver,604-434-9994,,"5987 Prince Albert St, Vancouver, BC V5W 3E2",,,,,,Y
Growing Spaces Childcare,Vancouver,778-549-8059,,"3579 Walker St, Vancouver, BC V5N 5A9",,,,,,Y
Hands & Hearts Family Child Care,Vancouver,778-834-1345,,"105-7988 Yukon St, Vancouver, BC V5X 2Y7",,,,,,Y
Happy Corner Parent Participation Preschool,Vancouver,604-433-7923,,"3434 Falaise Ave, Vancouver, BC V5M 4C1",,,,,,Y
Happy Feet Montessori Children's Centre,Vancouver,604-264-8988,,"7858 Hudson St, Vancouver, BC V6P 4L8",,,,,,Y
Happy House Child Care,Vancouver,604-803-8325,,"720 61St Ave E, Vancouver, BC V5X 2C2",,,,,,Y
Happy House Learning Center,Vancouver,604-721-5169,,"2105 19Th Ave W, Vancouver, BC V6L 1C1",,Y,,,,Y
Happy Land Family Child Care,Vancouver,604-251-8029,,"3250 Parker St, Vancouver, BC V5K 2V8",,,,,,Y
Happy Place Family Child Care,Vancouver,604-439-0891,,"5520 Stamford St, Vancouver, BC V5R 4K5",,,,,,Y
Happy Times Family Child Care,Vancouver,604-435-5398,,"3768 Knight St, Vancouver, BC V5N 3L6",,,,,,Y
Hastings Community Centre Preschool,Vancouver,604-718-6232,,"3096 Hastings St E, Vancouver, BC V5K 2A3",,,,,,Y
Hastings Community Out Of School Care,Vancouver,604-718-6232,,"3096 Hastings St E, Vancouver, BC V5K 2A3",,,,,,Y
Hastings ymca Kids Club,Vancouver,604-254-3199,,"2625 Franklin St, Vancouver, BC V5K 3W7",,,,,,Y
Helen's Family Child Care,Vancouver,604-291-7169,,"2654 5Th Ave E, Vancouver, BC V5M 1M9",,,,,,Y
Helping Hand Day Care,Vancouver,604-720-0431,,"3-2388 Harrison Dr, Vancouver, BC V5P 2P8",Y,Y,Y,,,Y
Helping Hands Child Care,Vancouver,604-365-6550,helpinghandschildcare.ca,"656 59Th Ave E, Vancouver, BC V5X 1Y3",,,,,,Y
Henderson ymca Kids Club,Vancouver,604-363-7406,,"451 53Rd Ave E, Vancouver, BC V5X 1J3",,,,,,Y
Heron's Landing - Infant Toddler,Vancouver,604-837-9232,,"5Th Fl - 6180 Walter Gage Rd, Vancouver, BC V6T 1S1",,,,,,Y
Heron's Landing 3-5,Vancouver,604-837-9232,,"5Th Fl - 6180 Walter Gage Rd, Vancouver, BC V6T 1S1",,,,,,Y
High Five Family Childcare,Vancouver,778-875-2052,,"206-228 7Th Ave E, Vancouver, BC V5T 0A1",,,,,,Y
Home Sweet Home Fcc,Vancouver,604-619-0331,,"1249 11Th Ave E, Vancouver, BC V5T 2G4",,,,,,Y
Honey Child Care,Vancouver,778-999-1521,,"105-3489 Ascot Pl, Vancouver, BC V5R 6B6",,,,,,Y
House Of Montessori Daycare,Vancouver,604-417-1505,,"6599 Berkeley St, Vancouver, BC V5S 2J5",,,,,,Y
Huckleberry Family Child Care,Vancouver,604-255-2360,,"106-1622 Frances St, Vancouver, BC V5L 1Z4",,,,,,Y
Ikoka Childcare Learning Center,Vancouver,778-861-7446,,"7808 Ross St, Vancouver, BC V5X 4C2",,,,,,Y
Ikoka Childcare Learning Center 57Th,Vancouver,778-861-7446,,"1025 57Th E Ave, Vancouver, BC V5X 1T4",,,,,,Y
Immigrant Service Society Of British Columbia (Issofbc),Vancouver,604-684-2561,,"2610 Victoria Dr, Vancouver, BC V5N 4L2",,,,,,
Itandehui Family Child Care,Vancouver,604-724-4551,,"2294 Marlin Quay, Vancouver, BC V5P 4T4",,,,,,Y
Jamieson ymca Kids Club,Vancouver,604-263-6691,,"6350 Tisdall St, Vancouver, BC V5Z 3N4",,,,,,Y
Janey Baby Family Daycare,Vancouver,604-314-7573,,"975 Bute St, Vancouver, BC V6E 1Y6",,,,,,
Jcc B'raysheet Toddler Daycare,Vancouver,604-257-5162,,"950 41 Ave W, Vancouver, BC V5Z 2N7",,,,,,Y
Jcc Shalom Out Of School Care,Vancouver,604-257-5162,,"950 41 Ave W, Vancouver, BC V5Z 2N7",,,,,,Y
Jcc Shalom Yeladim Daycare,Vancouver,604-257-5162,,"950 41 Ave W, Vancouver, BC V5Z 2N7",,,,,,Y
Jeanette In-Home Multi-Age Child Care,Vancouver,778-883-2732,,"230-2915 Kaslo St, Vancouver, BC V5M 4S6",,,,,,Y
Jericho Kids' Club 1 (Bayview),Vancouver,604-736-4080,,"3505 7Th Ave W, Vancouver, BC V6R 0E9",,,,,,Y
Jericho Kids' Club 2 (General Gordon Schoolhouse),Vancouver,604-736-4080,,"2268 Bayswater St, Vancouver, BC V6K 4P5",,,,,,Y
Jericho Kids' Club 2 General Gordon,Vancouver,604-736-4080,,"2268 Bayswater St, Vancouver, BC V6K 4P5",,,,,,Y
Jericho Kids' Club 3 (Southlands),Vancouver,604-736-4080,,"5351 Camosun St, Vancouver, BC V6N 2C4",,,,,,Y
Jolly Sprouts Childcare Centre,Vancouver,778-319-6355,jollysprouts.fun,"304 65Th Ave E, Vancouver, BC V5X 2P6",Y,Y,,,,Y
Jolly World Family Child Care,Vancouver,604-622-4180,,"619-1267 Marinaside Cres, Vancouver, BC V6Z 2X5",Y,Y,,,,Y
Jules Quesnel ymca Kids Club,Vancouver,604-222-0114,,"3050 Crown St, Vancouver, BC V6R 4K9",,,,,,Y
Jungle Trail Child Care,Vancouver,778-881-2772,,"3228 48Th Ave E, Vancouver, BC V5S 1H5",,,,,,Y
Kelly's Family Child Care,Vancouver,604-321-8418,,"1618 34 Ave E, Vancouver, BC V5P 1A1",,,,,,Y
Kenagnes Family Child Care,Vancouver,778-329-2525,,"534 49Th Ave E, Vancouver, BC V5W 2G9",,,,,,Y
Kensington Out Of School Care,Vancouver,604-874-4231,,"5175 Dumfries St, Vancouver, BC V5P 3A2",,,,,,Y
Kensington Preschool,Vancouver,604-874-4231,,"5175 Dumfries St, Vancouver, BC V5P 3A2",,,,,,Y
Kerrisdale Little Owl's Preschool,Vancouver,778-549-2520,,"109 5851 West Boulevard, Vancouver, BC V6M 3W9",,Y,,Y,Y,
Kerrisdale ymca Kids Club,Vancouver,604-261-9611,,"5555 Carnarvon St, Vancouver, BC V6N 1J2",,,,,,Y
Kid's World Out Of School Care,Vancouver,604-269-6612,,"7505 Arbutus, Vancouver, BC V6P 5T3",,,,,,Y
Kiddy Junction Academy - Division Iii,Vancouver,604-336-9382,,"2752 E 41St Ave, Vancouver, BC V5R 2X1",,,,,,Y
Kiddy Junction Academy - Division Iii,Vancouver,604-336-9382,,"2752 E 41St Ave, Vancouver, BC V5R 2X1",,,,,,Y
Kiddy Junction Academy Division Ii,Vancouver,604-558-2552,,"8686 Hudson St, Vancouver, BC V6P 4N2",,,,,,Y
Kids & Company Cambie,Vancouver,604-336-0450,,"6137 Cambie St, Vancouver, BC V5Z 3B2",,,,,,Y
Kids & Company Cambie,Vancouver,604-336-0450,,"6137 Cambie St, Vancouver, BC V5Z 3B2",,,,,,Y
Kids & Company Cambie,Vancouver,604-336-0450,,"6137 Cambie St, Vancouver, BC V5Z 3B2",,,,,,Y
Kids And Company - Vancouver West (Gdc 3-5),Vancouver,416-938-8024,,"910 W 6, Vancouver, BC V5Z 1B2",,,,,,Y
Kids And Company - Vancouver West (Gdc<3),Vancouver,416-938-8024,,"910 W 6, Vancouver, BC V5Z 1B2",,,,,,Y
Kids And Company - Vancouver West (School Age),Vancouver,416-938-8024,,"910 W 6, Vancouver, BC V5Z 1B2",,,,,,Y
Kids Care Preschool,Vancouver,604-325-5213,,"7715 Muirfield Dr, Vancouver, BC V5S 2L5",,,,,,Y
Kids Club,Vancouver,604-827-9232,,"2855 Acadia Rd, Vancouver, BC V6T 1S1",,,,,,Y
Kids First Family Child Care,Vancouver,778-822-1079,,"6295 Quebec St, Vancouver, BC V5W 3W8",Y,Y,,,,Y
Kids Learning Center,Vancouver,778-628-3243,,"2797 50Th Ave E, Vancouver, BC V5S 1N6",,,,,,Y
Kids Learning Center - Nanaimo St,Vancouver,778-628-3243,,"7067 Nanaimo St, Vancouver, BC V5P 4M1",,,,,,Y
Kids World Puddlejumpers & Get Ready For School,Vancouver,604-269-6612,,"7505 Arbutus, Vancouver, BC V6P 5T3",,,,,,Y
Kidsrus Early Learning Center,Vancouver,604-767-0439,,"3261 54Th Ave E, Vancouver, BC V5S 1Z2",,,,,,Y
Kidsrus Early Learning Center Main Street,Vancouver,604-767-0439,,"7007 Main St, Vancouver, BC V5X 1K6",,,,,,Y
Kidsrus Early Learning Center Munroe,Vancouver,604-767-0439,,"7728 Munroe Cres, Vancouver, BC V5S 3J9",,,,,,Y
Kidsrus Early Learning Center Oak Street,Vancouver,604-767-0439,,"1007 51St Ave W, Vancouver, BC V6P 1C2",,,,,,Y
Kidsrus Early Learning Center Sunset,Vancouver,604-767-0439,,"286 E 53Rd Ave, Vancouver, BC V5X 1H9",,,,,,Y
Killarney Community Centre Preschool,Vancouver,604-718-8214,,"6260 Killarney St, Vancouver, BC V5S 2X7",,,,,,Y
Killarney Community Centre School Age Care,Vancouver,604-718-8204,,"6260 Killarney St, Vancouver, BC V5S 2X7",,,,,,Y
Killarney Park Preschool,Vancouver,604-435-7455,,"6426 Kerr Str, Vancouver, BC V5S 3C1",,,,,,Y
Kingcrest Learning Academy,Vancouver,604-829-1346,,"1346 Kingsway, Vancouver, BC V5V 3E4",,,,,,Y
Kingcrest Learning Academy,Vancouver,604-619-8883,,"1346 Kingsway, Vancouver, BC V5V 3E4",,,,,,Y
Kit's Cottage Day Care,Vancouver,604-737-2440,,"2926 5Th Ave W, Vancouver, BC V6K 1T6",,,,,,Y
Kit's Kids Club,Vancouver,604-875-9111,,"2305 7Th Ave W, Vancouver, BC V6K 1Y4",,,,,,Y
Kitchener ymca Kids Club,Vancouver,604-734-1515,,"3455 King Edward Ave W, Vancouver, BC V6S 0C7",,,,,,Y
Kitsilano Area Childcare Centre,Vancouver,604-732-6327,,"2041 6Th Ave W, Vancouver, BC V6J 1R8",,,,,,Y
Kitsilano Neighbourhood House Hudson Preschool,Vancouver,604-733-8674,,"1530 Maple St, Vancouver, BC V6J 3L3",,,,,,Y
Kitsilano Neighbourhood House Hudson School Age Care,Vancouver,604-731-1618,,"1530 Maple St, Vancouver, BC V6J 0H8",,,,,,Y
Kiwassa In Norah Davis (Kind) Out Of School Care,Vancouver,604-671-8435,,"2320 Franklin St, Vancouver, BC V5L 1S1",,,,,,Y
Kiwassa Out Of School Care,Vancouver,604-254-5401,,"2425 Oxford St, Vancouver, BC V5K 1M7",,,,,,Y
Kiwassa-Longhouse Out Of School Care Program,Vancouver,604-254-5401,,"2595 Franklin St, Vancouver, BC V5K 1X5",,,,,,Y
Kolobok Family Child Care,Vancouver,778-995-2672,,"5097 Elgin St, Vancouver, BC V5W 3J7",,,,,,Y
L'ecole Bilingue Kindercare And Les Grands Enfants,Vancouver,604-739-7200,,"Rm 160A - 1166 14Th Ave W, Vancouver, BC V6H 1P6",,,,,,Y
La Calypso,Vancouver,604-924-2457,,"1555 7Th Ave W, Vancouver, BC V6J 1S1",,,,,,Y
La Garderie,Vancouver,604-736-3238,,"Rm 160 B - 1166 W 14Th, Vancouver, BC V6H 1P6",,,Y,,,Y
La Petite Ecole,Vancouver,604-619-7313,,"4037 32Nd Ave W, Vancouver, BC V6S 1Z5",,Y,,,,
La Petite France,Vancouver,778-848-6670,www.najatsinclairbenrbia.com,"3667 William St, Vancouver, BC V5K 5G9",Y,Y,,,,
Lady Bug Family Childcare,Vancouver,604-681-2967,,"100-1250 Nicola St, Vancouver, BC V6G 2E6",,,,,,Y
Langara Learning Center,Vancouver,778-889-9654,,"142 51St Ave E, Vancouver, BC V5X 1C3",,,,,,Y
Langara Stars Multi-Age Daycare,Vancouver,604-324-4842,,"7430 Cambie St, Vancouver, BC V6P 3H5",Y,Y,,,,Y
Le Cerisier,Vancouver,604-700-4277,,"2-2571 Napier St, Vancouver, BC V5K 2W4",,,,,,Y
Le Soleil Montessori Children's House,Vancouver,604-436-1223,,"6318 Tyne St, Vancouver, BC V5S 4L8",,,,,,Y
Le Soleil Montessori Infant Community Ltd.,Vancouver,778-689-4608,,"5398 Nanaimo St, Vancouver, BC V5P 4J4",,,,,,Y
Learn And Play Daycare,Vancouver,778-551-1372,,"111 47Th Ave E, Vancouver, BC V5W 2A6",,,,,,Y
Les Bons Amis - Good Friends,Vancouver,604-730-0323,,"414-1155 Pacific St, Vancouver, BC V6E 3X8",,,,,,Y
Les Petits Artistes Montessori Centre,Vancouver,604-569-1206,,"3150 Ash St, Vancouver, BC V5Z 3C9",,,,,,Y
Les Petits Artistes Montessori Centre,Vancouver,604-569-0555,,"3146 Ash St, Vancouver, BC V5Z 3C9",,,,,,Y
Lift Early Learning Centre,Vancouver,604-738-7880,,"2485 20Th Ave W, Vancouver, BC V6L 1G6",,,,,,Y
Lift Early Learning Centre,Vancouver,778-952-6808,,"4069 40Th Ave W, Vancouver, BC V6N 3B9",,,,,,Y
Lift Early Learning Centre,Vancouver,778-952-6808,,"7768 Heather St, Vancouver, BC V6P 3R4",,,,,,Y
Lift Early Learning Centre,Vancouver,778-952-6808,,"1518 W 68Th Ave, Vancouver, BC V6P 2V3",,,,,,Y
Lil Bee's Family Child Care,Vancouver,604-617-7730,,"4411 Commercial St, Vancouver, BC V5N 4G5",,,,,,Y
Little Bear Child Care,Vancouver,778-316-7385,,"8375 Fremlin St, Vancouver, BC V6P 3X1",,,,,,Y
Little Cedar Montessori Children's Community,Vancouver,604-872-3303,,"1530 22Nd Ave E, Vancouver, BC V5N 2P1",,,,,,Y
Little Cedar School Age Care,Vancouver,604-872-3303,,"1530 E 22Nd Ave, Vancouver, BC V5N 2P1",,,,,,Y
Little Cedar School Age Care - Commercial Street,Vancouver,604-872-3303,,"3472 Commercial St, Vancouver, BC V5N 4E9",,,,,,Y
Little Daisy Multi Age Childcare,Vancouver,604-633-2344,,"738 49Th Ave W, Vancouver, BC V5Z 2S5",,Y,,,,Y
Little Ducklings Daycare,Vancouver,778-928-4555,,"7081 Sophia St, Vancouver, BC V5X 0H4",,,,,,Y
Little Ducklings Family Day Care,Vancouver,604-322-2942,,"7228 Knight St, Vancouver, BC V5P 2W8",,,,,,Y
Little Fish Daycare,Vancouver,604-336-9730,,"2319 17Th Ave E, Vancouver, BC V5N 4Y1",,Y,,,,Y
Little Folks Family Child Care,Vancouver,604-321-3375,,"2695 12Th Ave W, Vancouver, BC V6K 2P4",,,,,,Y
Little Fox Child Care,Vancouver,236-515-2369,,"3263 King Edward Ave W, Vancouver, BC V6L 1V6",,,,,,Y
Little Hearts Family Childcare,Vancouver,236-888-9431,,"309-1616 Columbia St, Vancouver, BC V5Y 0B7",,,,,,Y
Little Monsters Academy - Fraser Sunset,Vancouver,778-522-9406,,"5888 Fraser St, Vancouver, BC V5W 2Z5",,,,,,Y
Little Monsters Academy - Mountain View,Vancouver,778-522-9406,,"4866 Fraser St, Vancouver, BC V5V 4H5",,,,,,Y
Little Mountain Child Development Centre,Vancouver,604-879-7104,,"425 29 Ave E, Vancouver, BC V5V 2R8",,,,,,Y
Little Mountain Montessori School,Vancouver,604-709-9621,,"304 26Th Ave E, Vancouver, BC V5V 2H5",,,,,,Y
Little Mountain Out Of School Care (Lmosc),Vancouver,604-879-7104,,"1300 29 Ave E, Vancouver, BC V5V 2T3",,,,,,Y
Little Munchkin Daycare Ltd.,Vancouver,604-655-1895,,"1068 29Th Ave W, Vancouver, BC V6H 2E3",,,,,,Y
Little Munchkin Daycare Ltd.,Vancouver,604-655-1895,,"3752 29Th Ave W, Vancouver, BC V6S 1T4",,,,,,Y
Little Munchkin Daycare Ltd.,Vancouver,604-655-1895,,"3750 29Th Ave W, Vancouver, BC V6S 1T4",,,,,,Y
Little Munchkin Daycare Ltd.,Vancouver,604-655-1895,,"1070 29Th Ave W, Vancouver, BC V6H 2E3",,,,,,Y
Little Munchkin Daycare Ltd.,Vancouver,604-655-1895,,"1467 Balfour Ave, Vancouver, BC V6H 1X9",,,,,,Y
Little Munchkin Daycare Ltd.,Vancouver,604-655-1895,,"1469 Balfour Ave, Vancouver, BC V6H 1X9",,,,,,Y
Little Munchkin Daycare Ltd.,Vancouver,778-386-8252,,"1431 W 53Rd Ave, Vancouver, BC V6P 1L1",,,,,,Y
Little Munchkin Daycare Ltd.,Vancouver,604-655-1895,,"2205 W 15 Ave, Vancouver, BC V6K 2Y6",,,,,,Y
Little Munchkin Daycare Ltd.,Vancouver,778-386-8252,,"1319 52Nd Ave W, Vancouver, BC V6P 1H8",,,,,,Y
Little Munchkin Daycare Ltd.,Vancouver,778-386-8252,,"1317 52Nd Ave W, Vancouver, BC V6P 1H8",,,,,,Y
Little Munchkin Daycare Ltd.,Vancouver,604-655-1895,,"5981 Holland St, Vancouver, BC V6N 2B2",,,,,,Y
Little Munchkin Daycare Ltd.,Vancouver,604-655-1895,,"5979 Holland St, Vancouver, BC V6N 2B2",,,,,,Y
